Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Arizona Diamondbacks4.0,TBR1.8,LAA1.2,SDP1.0,KCR4.4,TEX0.4,CHC0.4,PIT0.6,NYM0.6,HOU1.3,CIN-0.4,KCR2.0,KCR0.9,LAA1.4,MIL0.0,CHW-0.4
12,Atlanta Braves1.4,TOR1.4,ATL1.1,TOR0.7,NYM2.0,KCR0.3,FLA0.4,ARI0.6,CHC0.5,CHC1.2,DET-0.5,TBR1.1,SDP0.5,TEX1.0,SFG0.0,BOS-0.5
13,Cincinnati Reds1.1,LAA-0.2,TOR0.9,SFG0.4,LAD0.8,WSN0.3,COL0.3,STL0.2,STL0.4,BOS0.5,SFG-0.5,TEX0.9,SFG0.2,PIT0.8,SDP0.0,OAK-0.7
14,San Francisco Giants0.8,COL-0.2,DET0.8,BOS0.1,PHI-0.3,PHI0.1,HOU0.2,FLA0.0,ATL0.3,PHI0.4,OAK-0.7,STL0.8,CIN0.2,NYM0.3,NYM0.0,SEA-0.7
15,Kansas City Royals-1.0,WSN-0.3,NYM-0.6,CHC0.0,SFG-1.8,SFG0.0,TEX-0.2,OAK-0.2,WSN0.1,KCR0.4,LAD-0.7,COL0.8,LAD0.1,PHI0.2,TBR0.0,TOR-0.8
16,Toronto Blue Jays-2.2,DET-1.5,STL-1.2,PIT-0.1,HOU-2.1,LAD-0.2,ATL-0.6,CHC-0.4,PHI-0.2,ARI-0.2,ATL-0.9,BAL0.6,BAL0.1,DET0.0,ATL0.0,HOU-0.8
17,Washington Nationals-2.5,BOS-1.6,PIT-1.5,SEA-0.5,SDP-2.1,TOR-0.4,SFG-0.7,ATL-0.4,ARI-1.0,LAD-0.6,SDP-1.0,MIN0.5,NYY-0.1,CIN-0.4,ARI-0.1,SDP-0.8
18,Colorado Rockies-2.5,SDP-1.7,BOS-1.5,TEX-0.6,WSN-2.2,PIT-0.6,KCR-0.8,BAL-0.8,CHW-1.2,STL-0.6,NYM-1.1,CHC0.4,ATL-0.4,WSN-0.4,FLA-0.1,CLE-0.9
19,New York Mets-3.7,SEA-2.4,COL-1.6,OAK-0.7,COL-2.3,BOS-0.6,MIN-0.8,COL-0.8,LAD-1.3,WSN-0.7,CLE-1.1,HOU0.1,PHI-0.4,SFG-0.6,PHI-0.1,WSN-0.9
20,San Diego Padres-3.8,PIT-2.5,ARI-1.6,BAL-0.9,CHC-2.5,CHC-0.8,PHI-1.0,CHW-0.8,KCR-1.3,ATL-0.8,COL-1.2,OAK0.1,WSN-0.7,COL-1.4,WSN-0.2,ARI-0.9
21,Florida Marlins-4.3,ARI-2.8,WSN-1.6,CIN-1.4,ATL-3.2,TBR-0.9,CLE-1.1,SDP-1.1,OAK-1.4,CIN-1.0,BOS-1.7,WSN0.0,TEX-0.8,OAK-1.8,KCR-0.3,CHC-0.9
22,Chicago White Sox-5.0,CLE-3.0,SEA-2.0,LAA-1.5,TOR-3.6,CHW-0.9,CHW-1.1,MIN-1.1,BAL-1.7,PIT-1.1,CHC-1.9,CIN-0.2,CHC-1.0,BAL-1.8,CLE-0.4,ATL-0.9
23,Oakland Athletics-6.2,STL-3.0,SDP-2.3,STL-1.8,CLE-3.9,MIL-0.9,WSN-1.1,NYM-1.2,SEA-1.8,NYY-1.2,LAA-2.2,SFG-0.3,COL-1.0,ATL-2.2,LAA-0.4,BAL-1.0
24,Cleveland Indians-6.9,MIN-5.4,MIN-2.7,LAD-2.0,BAL-4.8,OAK-0.9,SDP-1.3,DET-1.2,HOU-2.1,FLA-1.2,FLA-2.4,NYM-0.7,OAK-1.2,FLA-2.5,NYY-0.7,NYM-1.1
25,Chicago Cubs-8.6,KCR-5.4,CLE-4.5,DET-2.1,PIT-7.3,FLA-1.1,SEA-1.4,HOU-1.8,DET-2.1,SFG-1.4,TOR-2.4,ATL-0.9,CLE-1.3,CHC-2.5,TOR-1.2,PHI-1.2
26,Pittsburgh Pirates-9.8,NYM-5.7,CHC-5.2,TBR-2.3,FLA-8.6,LAA-1.5,ARI-1.8,LAD-1.8,FLA-2.5,OAK-1.8,BAL-2.5,CLE-1.3,MIN-1.3,TOR-2.6,MIN-1.3,LAD-1.2
27,Seattle Mariners-12.5,CHC-6.1,CIN-5.8,ARI-2.6,SEA-10.1,NYM-1.6,PIT-2.0,KCR-1.8,MIN-2.5,MIL-1.9,SEA-3.0,FLA-2.1,DET-1.7,CLE-3.7,OAK-1.5,MIN-1.3
28,Baltimore Orioles-15.0,CIN-7.4,KCR-7.3,MIN-2.8,OAK-11.3,SEA-1.7,BAL-2.2,TOR-1.9,MIL-2.6,TBR-1.9,PHI-3.3,SEA-2.7,SEA-1.8,MIN-4.2,SEA-1.6,FLA-1.6
29,Houston Astros-16.5,BAL-10.2,HOU-9.0,NYM-4.2,CHW-11.5,HOU-2.2,TOR-2.3,CLE-2.1,PIT-3.1,SDP-2.2,CHW-3.3,CHW-3.3,PIT-2.1,CHW-5.4,BAL-2.0,PIT-1.9
30,Minnesota Twins-23.1,HOU-14.4,BAL-9.7,HOU-5.7,MIN-17.7,MIN-3.0,OAK-3.0,SFG-2.2,COL-3.3,MIN-3.5,MIN-3.4,TOR-4.1,BOS-2.1,SEA-7.5,CHW-3.0,COL-1.9
