Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
17,Florida Marlins-0.6,NYY-0.1,BOS1.6,CLE-0.9,ARI-1.3,CHW-0.5,MIL-0.5,KCR-0.7,OAK-0.4,SEA-0.4,SEA-1.2,CIN1.2,NYM-0.1,SEA-0.2,PHI-0.1,KCR-0.8
18,Detroit Tigers-1.1,BOS-0.3,TOR0.9,LAD-1.0,NYM-1.3,OAK-0.6,PHI-0.7,COL-0.8,SFG-0.4,SFG-0.5,CHC-1.3,SFG1.2,BAL-0.2,CHC-0.4,COL-0.1,TEX-0.8
19,Los Angeles Dodgers-2.1,LAA-0.9,BAL-0.9,CIN-1.0,FLA-2.5,NYY-0.6,ATL-0.8,WSN-0.9,KCR-0.6,CIN-0.6,BOS-1.3,CHW1.1,ARI-0.5,ATL-0.7,HOU-0.2,CHW-1.0
20,Milwaukee Brewers-3.5,KCR-1.8,NYY-1.0,NYM-1.2,CLE-3.9,LAA-0.6,ARI-1.0,DET-0.9,TEX-0.9,PHI-0.6,PHI-1.4,FLA0.5,SDP-0.5,CLE-0.9,FLA-0.2,PHI-1.0
21,Los Angeles Angels of Anaheim-6.6,CIN-1.9,ARI-1.7,OAK-1.6,WSN-4.1,ARI-0.8,HOU-1.0,TOR-1.2,STL-1.1,CLE-0.6,ATL-1.4,BAL0.2,LAD-0.6,BAL-0.9,PIT-0.2,BAL-1.0
22,Chicago Cubs-6.7,TBR-2.4,CIN-1.8,HOU-1.9,CHW-5.1,FLA-1.0,CLE-1.4,SEA-1.3,SEA-1.9,NYY-0.7,ARI-1.5,KCR-0.1,CHC-0.7,LAA-1.1,OAK-0.4,FLA-1.1
23,Cleveland Indians-10.3,SEA-2.4,SDP-2.1,BAL-2.0,LAA-5.7,NYM-1.3,LAD-1.7,CLE-1.4,LAA-2.1,LAA-0.8,LAA-1.6,SEA-0.2,LAA-0.7,BOS-1.4,TEX-0.4,CHC-1.3
24,Washington Nationals-10.4,BAL-3.0,KCR-2.2,BOS-2.2,LAD-6.5,KCR-1.9,CHC-2.0,CHC-1.6,PIT-2.2,WSN-0.9,CIN-1.7,TBR-0.5,COL-0.8,OAK-1.5,LAA-0.5,NYM-1.4
25,Arizona Diamondbacks-12.5,DET-6.0,DET-2.9,LAA-2.8,CHC-6.8,WSN-2.0,COL-2.1,CHW-1.6,ARI-2.2,MIL-1.0,TOR-1.8,MIN-0.8,OAK-0.9,PIT-1.7,NYY-0.8,WSN-1.4
26,Baltimore Orioles-12.9,WSN-6.3,TBR-3.3,DET-2.8,BAL-9.9,HOU-2.1,BAL-2.3,BAL-1.6,CHC-2.3,TEX-1.4,CHW-2.0,BOS-0.9,KCR-0.9,CHW-2.1,TBR-1.3,COL-1.5
27,Houston Astros-13.0,CLE-6.4,CLE-5.3,CHC-4.0,KCR-12.1,DET-2.7,PIT-2.5,PIT-1.8,HOU-2.7,PIT-1.8,OAK-2.4,WSN-2.5,WSN-1.0,WSN-3.3,CHW-1.4,ARI-1.6
28,Kansas City Royals-13.9,PIT-9.8,WSN-6.3,SEA-4.4,SEA-12.4,SEA-3.0,FLA-2.5,NYM-2.0,CHW-2.8,BAL-2.0,KCR-2.6,LAD-3.3,CHW-1.2,MIN-3.5,KCR-1.5,LAD-1.7
29,Seattle Mariners-14.8,MIL-10.5,MIL-7.0,MIL-5.6,HOU-13.7,PIT-3.1,TEX-3.0,HOU-2.1,BAL-2.9,KCR-3.1,LAD-3.2,ATL-3.5,MIN-2.0,KCR-3.6,SEA-1.8,HOU-1.9
30,Pittsburgh Pirates-26.2,ARI-11.2,PIT-7.7,ARI-10.3,PIT-16.4,TEX-3.3,SEA-3.0,STL-2.2,FLA-3.2,HOU-3.9,HOU-4.0,CLE-3.5,PIT-2.3,LAD-7.1,TOR-3.1,PIT-3.1
