Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Los Angeles Angels of Anaheim3.5,COL2.7,MIN2.3,TEX1.3,LAD2.1,TEX0.2,NYM0.6,MIL0.5,HOU1.6,BAL1.7,OAK0.6,HOU0.6,PHI0.3,TEX1.1,NYM0.1,STL-0.5
12,Atlanta Braves2.2,PHI2.6,CLE2.2,DET1.2,MIN2.0,NYM0.1,CLE0.6,MIN0.3,CHC1.4,TEX1.5,KCR0.4,NYY0.3,MIN0.1,NYY0.7,WSN0.0,ATL-0.5
13,Florida Marlins2.1,FLA2.5,HOU1.9,CHW0.9,TEX1.3,TOR0.1,CHW0.3,OAK0.2,ATL1.4,SDP1.2,ATL0.3,ARI0.0,SFG0.0,LAA0.1,HOU0.0,KCR-0.5
14,Colorado Rockies1.4,NYM2.1,OAK1.2,CIN0.3,HOU-0.1,LAD0.0,CIN0.2,TEX0.2,MIL1.1,MIN0.8,SDP0.2,WSN-0.1,TEX-0.2,COL0.1,STL0.0,HOU-0.6
15,Oakland Athletics1.3,SDP2.1,TBD0.6,COL0.2,FLA-0.4,LAA-0.1,COL0.2,DET0.1,BOS1.0,SFG0.4,STL-0.1,CHC-0.2,BAL-0.4,OAK-0.7,FLA0.0,BAL-0.7
16,Houston Astros1.0,PIT1.4,PHI0.2,SEA0.1,WSN-0.7,PHI-0.2,SEA0.0,NYM-0.1,WSN0.7,PIT-0.1,MIL-0.3,STL-0.3,WSN-0.4,DET-0.8,PHI0.0,WSN-0.7
17,St. Louis Cardinals0.5,HOU1.1,SDP-0.2,ARI0.0,COL-1.3,CIN-0.3,BOS0.0,CLE-0.5,OAK0.0,LAA-0.2,CHC-0.4,SFG-0.4,NYY-0.4,BAL-0.8,MIL0.0,SEA-0.8
18,Boston Red Sox0.1,CLE0.1,MIL-0.2,HOU-0.1,BAL-1.4,SEA-0.3,OAK-0.5,CHW-0.5,PIT0.0,SEA-0.3,FLA-0.6,LAA-0.5,TBD-0.5,BOS-0.8,ARI-0.1,ARI-0.8
19,Arizona Diamondbacks-0.5,TEX-2.2,ATL-0.3,CHC-0.8,MIL-1.5,PIT-0.4,ATL-0.6,TOR-0.5,CIN-0.2,STL-0.3,PHI-0.7,PHI-0.6,HOU-0.5,STL-0.9,PIT-0.1,OAK-0.8
20,Cincinnati Reds-0.7,ATL-2.6,SFG-0.4,TOR-1.1,OAK-2.1,CHW-0.7,FLA-1.0,LAA-0.7,SFG-0.3,BOS-0.9,CLE-0.8,LAD-0.9,DET-0.5,PHI-1.0,CIN-0.1,MIN-0.8
21,Texas Rangers-0.9,CHC-2.7,PIT-0.8,STL-1.1,CHW-2.1,SFG-1.1,LAA-1.1,CHC-0.9,BAL-0.4,COL-0.9,ARI-0.9,MIL-1.0,STL-0.5,MIN-1.0,CHC-0.1,CIN-1.0
22,Seattle Mariners-3.8,TOR-2.8,TOR-1.5,FLA-1.4,SFG-2.2,ARI-1.1,DET-1.3,CIN-1.4,MIN-0.5,TOR-1.0,LAA-1.0,SEA-1.0,BOS-0.8,HOU-1.4,COL-0.2,SFG-1.0
23,San Francisco Giants-6.2,SFG-4.0,CHC-1.9,ATL-1.5,LAA-3.3,MIL-1.3,CHC-1.4,STL-1.4,ARI-0.5,CIN-1.3,DET-1.1,KCR-1.0,CHC-1.0,CHC-1.6,LAA-0.5,FLA-1.1
24,Pittsburgh Pirates-8.9,TBD-4.3,NYM-2.5,WSN-2.1,BOS-3.9,KCR-1.4,NYY-1.5,HOU-1.5,LAA-0.6,TBD-1.3,TEX-1.2,CIN-1.1,MIL-1.0,KCR-2.2,DET-1.2,TBD-1.1
25,Washington Nationals-9.2,STL-5.1,TEX-3.3,CLE-2.2,ARI-4.0,WSN-1.8,BAL-1.9,ATL-1.7,SDP-0.9,CHW-1.9,HOU-1.5,OAK-1.6,NYM-1.1,MIL-2.3,KCR-1.2,BOS-1.1
26,Milwaukee Brewers-9.9,SEA-6.1,BAL-4.8,SFG-4.7,KCR-4.1,STL-2.1,TBD-2.0,LAD-1.9,LAD-1.2,CLE-2.0,NYM-2.0,CHW-1.8,ATL-1.4,CIN-2.6,BAL-1.4,PHI-1.3
27,Chicago Cubs-10.1,MIL-8.4,STL-5.1,TBD-4.8,CIN-6.7,COL-2.4,PIT-2.3,PIT-2.5,TEX-1.2,OAK-2.2,CIN-2.0,BOS-2.0,KCR-1.6,CHW-2.6,MIN-1.9,CHW-1.3
28,Baltimore Orioles-11.3,WSN-8.5,SEA-6.0,BAL-5.3,CHC-7.4,HOU-2.4,SFG-2.4,BOS-2.5,TBD-1.9,WSN-2.4,BAL-2.2,COL-2.1,ARI-1.8,ARI-2.7,TEX-2.1,CHC-1.4
29,Tampa Bay Devil Rays-16.8,BAL-9.9,WSN-6.1,MIL-6.9,PIT-10.3,TBD-2.6,MIL-2.5,WSN-2.8,CLE-2.5,KCR-3.2,MIN-2.2,PIT-2.1,PIT-3.0,PIT-3.0,TBD-2.5,COL-1.5
30,Kansas City Royals-22.5,KCR-18.4,KCR-10.7,KCR-7.8,TBD-12.5,BOS-2.7,ARI-2.5,TBD-3.4,PHI-2.8,CHC-3.9,CHW-2.8,FLA-2.2,FLA-3.1,FLA-5.9,SEA-2.9,PIT-1.9
