Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
20,Florida Marlins-5.7,CIN-3.7,SDP-2.1,KCR-2.0,COL-3.9,CHC-1.7,MIN-0.6,SDP-1.1,TEX-0.7,MIN-1.1,SDP-1.0,PHI-0.6,HOU-0.7,HOU-0.7,MIL0.0,ARI-1.1
21,Baltimore Orioles-7.0,BAL-4.2,PIT-2.4,FLA-2.1,CIN-4.7,BAL-1.9,CIN-0.9,MIL-1.4,TBD-0.9,FLA-1.1,DET-1.0,FLA-0.6,DET-0.8,CHC-0.9,CHC-0.1,CHC-1.2
22,Cincinnati Reds-8.4,TEX-4.2,CIN-2.4,BOS-2.4,CHC-5.2,ANA-2.0,LAD-0.9,NYM-1.5,SDP-1.0,LAD-1.2,NYY-1.1,COL-0.7,CLE-1.1,SDP-1.3,PIT-0.1,HOU-1.2
23,Cleveland Indians-10.4,SDP-5.8,PHI-3.1,SDP-3.7,HOU-5.3,SDP-2.0,TBD-1.2,HOU-1.5,KCR-1.1,HOU-1.3,NYM-1.2,CIN-1.2,SDP-1.2,NYM-1.5,MON-0.1,CLE-1.3
24,Pittsburgh Pirates-11.4,CHW-6.1,FLA-3.6,TEX-3.8,SDP-7.6,HOU-2.0,PIT-1.5,STL-1.6,MIL-1.4,ARI-1.5,TEX-1.7,MIL-1.4,NYM-1.5,NYY-1.7,TEX-0.1,SDP-1.5
25,Colorado Rockies-12.7,FLA-6.4,DET-3.9,DET-3.9,CLE-7.6,ATL-2.4,SFG-1.7,CLE-1.7,COL-1.7,CHC-1.7,HOU-1.7,CLE-1.7,ARI-1.7,OAK-2.7,CHW-0.3,COL-1.7
26,San Diego Padres-13.4,DET-7.8,BAL-5.0,COL-4.8,TBD-8.5,DET-2.5,BAL-1.7,KCR-1.7,MON-2.0,SDP-2.0,TBD-1.8,PIT-1.8,PIT-1.9,DET-4.3,MIN-0.6,MON-1.7
27,Kansas City Royals-15.9,PHI-8.7,COL-5.5,CLE-4.8,PIT-8.7,CLE-2.8,DET-1.8,TOR-2.3,CLE-2.4,COL-2.1,MON-1.9,OAK-2.0,TEX-1.9,MIL-4.5,KCR-0.6,PIT-1.8
28,Milwaukee Brewers-19.0,COL-8.8,CHW-6.3,CHC-5.5,MIL-9.2,TOR-2.9,BOS-2.3,TBD-2.4,ATL-3.0,NYM-2.3,CHC-2.3,CHC-2.1,MIL-2.2,KCR-5.2,TBD-0.7,CIN-1.9
29,Tampa Bay Devil Rays-21.6,MIL-9.8,TBD-6.8,PHI-5.7,KCR-14.5,COL-3.0,NYM-2.7,COL-2.5,PIT-3.8,CIN-2.5,CLE-3.3,TEX-2.2,NYY-2.4,TEX-5.8,BAL-1.7,MIL-1.9
30,Detroit Tigers-23.8,TBD-13.1,MIL-8.6,TBD-6.3,DET-16.0,MIL-3.3,MON-2.9,MIN-2.6,DET-4.2,KCR-4.0,KCR-3.4,DET-2.5,KCR-3.3,CLE-6.1,DET-2.0,KCR-1.9
