Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
14,Milwaukee Brewers1.9,SEA-0.2,ARI1.0,CHC-1.7,PHI2.0,DET-0.5,COL-0.3,PHI0.3,COL0.8,TOR1.6,NYY-0.3,TOR0.3,SEA-0.3,SDP0.4,CLE-0.7,MIA-0.5
15,Minnesota Twins1.3,TOR-0.4,BOS1.0,DET-1.8,ARI1.9,ARI-0.6,BAL-0.5,TBR0.0,LAD0.7,STL1.5,MIN-0.6,WSN0.3,SDP-0.4,MIN0.1,CHC-0.8,COL-0.5
16,Chicago Cubs-2.2,SDP-0.6,CIN1.0,WSN-1.8,TBR0.9,KCR-0.7,SDP-0.6,BOS-0.1,ARI0.6,NYY1.4,TBR-0.6,CHW0.3,MIN-0.4,KCR-0.1,ARI-0.9,WSN-0.6
17,Los Angeles Angels-2.8,CLE-0.8,MIL0.2,MIN-1.9,TEX-2.7,WSN-1.1,MIL-1.0,LAA-0.4,BAL0.5,MIA1.2,CIN-0.6,MIL0.1,TBR-0.5,TBR-1.0,SEA-1.0,ATL-0.6
18,San Francisco Giants-3.8,CIN-2.1,SEA0.1,TEX-2.0,BOS-4.1,MIL-1.1,MIN-1.1,ATL-0.4,MIA-0.4,CHW0.8,STL-0.6,HOU0.1,ATL-0.8,ATL-1.2,NYM-1.1,KCR-0.7
19,Chicago White Sox-4.5,BOS-2.3,TOR0.0,MIA-2.2,COL-4.3,MIN-1.3,CLE-1.1,ARI-0.5,SFG-0.5,SEA0.7,WSN-0.9,TBR0.1,CHC-0.8,CHC-1.3,SDP-1.1,SDP-0.7
20,Miami Marlins-4.7,MIN-2.5,STL-0.1,KCR-2.4,CHC-4.4,STL-1.5,OAK-1.1,SFG-0.7,CIN-0.7,LAA0.7,DET-1.2,TEX0.0,SFG-1.0,COL-2.2,BOS-1.1,DET-0.7
21,Arizona Diamondbacks-6.4,STL-2.5,MIN-0.7,STL-2.4,WSN-7.0,TBR-1.6,SFG-1.3,CHC-0.8,PHI-0.9,PIT0.7,SFG-1.2,LAD-0.2,TEX-1.1,SFG-2.7,COL-1.2,BOS-0.7
22,Boston Red Sox-6.4,MIL-2.6,CLE-1.7,LAA-2.5,CHW-7.5,NYM-1.7,KCR-1.6,OAK-1.1,CHW-1.0,DET0.1,CHW-1.4,DET-0.2,DET-1.5,PHI-2.8,TEX-1.4,CHW-0.9
23,Texas Rangers-7.2,KCR-4.3,KCR-1.8,COL-2.6,LAA-7.7,MIA-1.9,CIN-2.1,CHW-1.3,KCR-1.1,OAK0.0,SEA-1.5,SFG-0.5,BOS-1.5,DET-2.9,PIT-1.5,CIN-0.9
24,Colorado Rockies-10.7,TEX-4.5,TEX-2.5,MIL-2.8,KCR-8.2,COL-1.9,CHC-2.1,SEA-1.4,NYM-1.1,SFG-0.9,MIA-1.6,PHI-0.9,COL-1.8,CIN-3.2,ATL-1.6,NYM-1.0
25,Kansas City Royals-12.5,COL-6.4,BAL-2.6,CIN-3.0,SFG-8.6,CLE-2.0,BOS-2.2,KCR-1.5,CHC-1.2,PHI-1.2,PIT-1.7,COL-0.9,OAK-1.8,CHW-3.5,CIN-1.6,SFG-1.1
26,Cincinnati Reds-17.5,DET-6.7,COL-3.8,SDP-3.1,MIA-9.3,CHW-2.2,MIA-2.3,CIN-1.7,DET-1.5,COL-1.3,OAK-1.7,MIA-1.4,PHI-1.8,PIT-3.7,MIA-1.7,CHC-1.1
27,Washington Nationals-20.3,ARI-8.3,PIT-3.9,BOS-3.3,PIT-11.9,PIT-2.3,HOU-2.5,BAL-1.7,TEX-2.0,ARI-1.4,BOS-1.8,BOS-1.4,KCR-1.8,TEX-3.9,SFG-1.7,TEX-1.4
28,Detroit Tigers-20.3,OAK-8.3,OAK-4.8,OAK-3.4,DET-13.6,HOU-2.4,LAA-3.1,PIT-1.8,WSN-2.1,KCR-1.9,LAA-2.4,CHC-2.1,CHW-2.4,BOS-4.7,WSN-2.1,PIT-1.5
29,Oakland Athletics-23.3,PIT-11.5,DET-4.8,PIT-7.5,OAK-15.0,CIN-2.6,DET-3.4,WSN-1.8,LAA-2.4,CIN-2.6,TEX-2.8,CIN-2.5,MIA-2.8,MIA-5.8,OAK-2.5,LAA-1.7
30,Pittsburgh Pirates-23.4,WSN-13.3,WSN-11.4,ARI-9.4,CIN-15.4,LAA-3.0,PIT-4.0,DET-1.9,OAK-2.9,WSN-2.6,ATL-3.5,OAK-2.6,PIT-2.9,OAK-6.1,DET-2.8,OAK-2.1
